32.7967605349, -117.254577468: 1
32.7581531915, -117.125022022: 1
32.7572874778, -117.129870342: 1
32.9573366666, -117.143776738: 1
32.8203469054, -117.182418763: 1
32.8368032555, -117.208681116: 1
32.7072874078, -117.158729728: 1
32.8360975558, -117.206645135: 1
