"2011-04-02", "01:14:00", 09, 32.7731362539, -117.133140208
"2009-12-02", "17:55:00", 09, 32.7833760494, -116.958845945
"2010-04-23", "17:00:00", 05, 32.7538014897, -117.122225454
"2010-02-18", "07:30:00", 06, 32.7261435074, -117.102827735
"2009-06-01", "12:00:00", 04, 33.0391668004, -116.877806841
"2012-07-29", "17:30:00", 00, 32.8316722258, -117.02266191
"2010-09-13", "08:41:00", 10, 33.1340508348, -117.206531306
"2012-06-24", "17:00:00", 06, 32.5626021195, -117.05547226
"2012-11-09", "09:30:00", 09, 33.1949933492, -117.35675895
"2011-06-06", "19:45:00", 06, 32.9579986726, -117.046286312
"2010-01-30", "22:30:00", 06, 33.1642452401, -117.217005426
"2012-04-01", "15:30:00", 00, 32.581728878, -117.130642442
"2012-02-15", "17:17:00", 03, 33.1784979109, -117.326685802
"2009-09-09", "14:09:00", 01, 32.7134845304, -117.012694923
"2009-08-20", "20:00:00", 01, 32.5836560221, -117.12235897
"2012-12-18", "20:30:00", 01, 33.2134161691, -117.320326837
"2008-12-20", "10:00:00", 04, 33.1955454826, -117.380129369
"2008-03-16", "20:15:00", 07, 32.7636107307, -117.124968882
"2012-06-20", "21:30:00", 00, 33.090138113, -117.267721304
"2008-05-22", "17:55:00", 08, 33.1248040767, -117.321273328
"2009-04-22", "16:10:00", 01, 33.1784979109, -117.326685802
"2011-08-22", "00:05:00", 01, 32.6813053099, -117.071864291
"2008-03-09", "15:00:00", 05, 32.8001780767, -116.935377777
"2008-11-24", "13:16:00", 09, 32.7932228021, -117.123187117
"2012-07-03", "17:15:00", 06, 32.5765643893, -117.115423402
"2010-09-19", "12:45:00", 00, 33.1668438059, -117.247090465
"2011-03-08", "08:00:00", 01, 32.862140443, -116.916474016
"2009-08-29", "04:50:00", 06, 32.7506317377, -117.114321379
"2009-11-18", "15:00:00", 05, 33.2131038418, -117.257885248
"2012-07-28", "23:00:00", 02, 32.7322781313, -117.230359056
"2008-10-13", "02:55:00", 08, 32.7514404267, -117.249770578
"2012-03-28", "04:37:00", 08, 32.6624842888, -117.078222456
"2009-04-10", "01:45:00", 09, 32.7949198222, -117.254984393
"2012-01-28", "17:00:00", 06, 32.684913448, -117.061208326
"2012-05-06", "00:00:00", 06, 32.7503625179, -117.170474145
"2010-03-02", "15:18:00", 09, 32.8008000366, -117.236252428
"2010-06-30", "16:10:00", 07, 32.738842464, -117.043923782
"2012-10-19", "18:24:00", 07, 32.9974002614, -117.057904783
"2009-03-18", "09:21:00", 09, 32.6330276879, -117.048991087
"2010-10-07", "19:30:00", 06, 33.1277371039, -117.093761529
"2010-07-08", "19:20:00", 09, 32.7521792141, -117.14097346
"2010-06-02", "20:00:00", 05, 32.7553813284, -117.055406421
"2008-07-30", "23:00:00", 00, 32.7113157352, -117.038987552
"2008-06-03", "14:00:00", 02, 32.7731592904, -117.147647506
"2010-02-25", "20:30:00", 04, 32.8434371209, -117.00903105
